content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Good Entertament application,2020-11-21 05:13:23,2.9.2,59.199999999999996,0.0,40.8,44.04,Positive
,2020-11-17 13:23:08,,0.0,0.0,0.0,0.0,Neutral
I like it the movie is very clear but why i cannot search any movie i want,2020-11-14 22:58:50,2.9.2,31.900000000000002,0.0,68.10000000000001,48.480000000000004,Positive
It is really good App Easy to navigate search for the subject you need and awesome when you make sharing with TV television through your smart phone,2020-11-14 13:08:10,2.9.2,42.0,0.0,57.99999999999999,94.28,Positive
It is very nice app,2020-11-14 01:18:44,,43.6,0.0,56.39999999999999,47.54,Positive
Streaming and live tv the besf of both worlds,2020-11-12 10:31:07,2.9.1,0.0,0.0,100.0,0.0,Neutral
Very useful thank you,2020-11-10 04:00:04,2.9.2,74.9,0.0,25.1,71.59,Positive
Super,2020-11-08 22:49:16,2.9.2,100.0,0.0,0.0,59.940000000000005,Positive
One of the best,2020-11-08 15:26:31,,58.3,0.0,41.699999999999996,63.690000000000005,Positive
,2020-11-07 14:33:35,2.9.2,0.0,0.0,0.0,0.0,Neutral
Thank you stc,2020-11-01 05:26:51,2.9.1,55.60000000000001,0.0,44.4,36.120000000000005,Positive
Not working,2020-10-29 14:07:53,2.9.1,0.0,0.0,100.0,0.0,Neutral
,2020-10-29 10:27:45,2.9.1,0.0,0.0,0.0,0.0,Neutral
,2020-10-21 07:27:23,2.9.1,0.0,0.0,0.0,0.0,Neutral
Sopar,2020-10-20 17:28:35,,0.0,0.0,100.0,0.0,Neutral
Buggy Cannot sign up as it says that I already have an account I then use that same email to sign in and the error pops up that the user does not exist Subscribed and cancelled in less than an hour Maybe I will try again when you fix it,2020-10-16 11:46:16,,0.0,9.5,90.5,-57.19,Negative
two hearts,2020-10-14 02:34:18,2.9.1,0.0,0.0,100.0,0.0,Neutral
I am very enjoying It is an excellent app,2020-10-11 16:38:59,2.9.1,55.2,0.0,44.800000000000004,81.22,Positive
,2020-10-11 13:24:30,2.9.1,0.0,0.0,0.0,0.0,Neutral
it is so cool,2020-10-10 06:26:29,2.9.1,49.9,0.0,50.1,45.72,Positive
Content itself is good However the app itself is bad  UI is not clear or easy to navigate at first and needs to get used to it  it does not recognize what I was watching recently in effective way  I had it crash on me multiple time while watching  in series when auto moving to next episode the translation stops working until you close the episode and reopen it again  there are no navigation buttons while watching series And the list goes on Hopefully these issues can be fixed soon,2020-10-10 02:04:00,2.9.1,8.5,14.299999999999999,77.2,-59.8,Negative
thank you and its easy to use,2020-10-09 15:31:54,2.9.1,51.9,0.0,48.1,65.97,Positive
Love the apps I can watch what ever movies I search,2020-10-07 06:15:29,2.8.0,34.4,0.0,65.60000000000001,63.690000000000005,Positive
STC,2020-10-06 14:42:44,2.9.1,0.0,0.0,100.0,0.0,Neutral
It is not compatible with Navidia shield android TV,2020-10-05 17:59:30,,0.0,0.0,100.0,0.0,Neutral
Content is great the only problem is the low Quality which is capped or maximum  numberp which is lame for the tag price numbernd the App is only available for mobile and tablet devices please make it available for Nivida Shield Pro,2020-10-05 07:10:42,2.9.1,12.5,14.899999999999999,72.5,-5.16,Negative
Love it,2020-10-01 03:16:35,2.9.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Sweet,2020-09-29 09:26:48,2.8.0,100.0,0.0,0.0,45.879999999999995,Positive
It is wander full and big library,2020-09-26 10:57:28,2.8.0,0.0,0.0,100.0,0.0,Neutral
It will be number stars if it can be downloaded on Android TV,2020-09-25 11:28:45,2.8.0,9.8,0.0,90.2,7.720000000000001,Positive
Coz the subtitle disappear everytime i stop the movie for a second and always this app closed by it self while I am watching please fix this problem,2020-09-23 12:22:44,2.8.0,7.6,22.6,69.8,-54.230000000000004,Negative
Very Best Tv App,2020-09-14 12:40:31,2.8.0,60.0,0.0,40.0,66.97,Positive
My money deducted from mobile balance due to jawwy tv app and customer cate do not know the exact reason number tomes ticket raised and the answer is same hence i paid for unlimited i unsubscribed this and deleted app it is not good practice for stc reputation,2020-09-13 19:10:26,,2.7,5.0,92.2,-27.46,Negative
Jawwy,2020-09-12 15:58:58,,0.0,0.0,100.0,0.0,Neutral
keep it upmore movies to come,2020-09-12 07:39:56,2.8.0,0.0,0.0,100.0,0.0,Neutral
You pay more than number  per month to watch praodcast on your mobile phone stupidity,2020-09-05 00:58:42,2.8.0,8.799999999999999,24.099999999999998,67.10000000000001,-40.62,Negative
It is really good but unfortunately there is no offline download option,2020-08-30 04:17:57,2.8.0,11.600000000000001,44.3,44.1,-71.39,Negative
Bad application bad connectionhowever  balance Flys,2020-08-28 03:38:05,2.7.0,0.0,63.6,36.4,-79.06,Negative
Nothing to say,2020-08-27 19:55:28,2.7.0,0.0,0.0,100.0,0.0,Neutral
Mobile app is good however both viewing and user experience Will be much better if it was on a Samrt TV App rather than casting every time i want to use it All of your competitors have their TV Apps up and running,2020-08-22 18:59:45,2.7.0,15.7,0.0,84.3,72.69,Positive
God but need to add TV casting,2020-08-19 08:21:54,2.7.0,20.5,0.0,79.5,14.06,Positive
Do not work,2020-08-17 13:07:06,2.7.0,0.0,0.0,100.0,0.0,Neutral
Verynice,2020-08-14 08:29:35,2.7.0,0.0,0.0,100.0,0.0,Neutral
very good and I am happy to watch,2020-08-14 01:40:20,2.7.0,57.99999999999999,0.0,42.0,78.41,Positive
,2020-08-12 07:19:31,2.7.0,0.0,0.0,0.0,0.0,Neutral
Works very well on tablet but is not compatible with NVIDIA Shield TV android box I would like to request the developers to make it compatible with TV boxes too,2020-08-09 15:30:59,2.6.2,15.5,0.0,84.5,60.550000000000004,Positive
Amazing site,2020-08-09 13:00:14,2.7.0,79.2,0.0,20.8,58.589999999999996,Positive
Awesome,2020-08-09 11:56:32,2.6.2,100.0,0.0,0.0,62.49,Positive
Jawwy TV is the best TV,2020-08-06 14:07:42,2.7.0,45.7,0.0,54.300000000000004,63.690000000000005,Positive
Not available in Android tv devices i do not want to use this in phone and depend on casting All my Tv apps are in my android TV Also live channels streaming stutters alot and channels are somewhat limited,2020-08-06 02:24:19,2.7.0,0.0,12.1,87.9,-42.699999999999996,Negative
mirorshare       any cast,2020-08-03 03:47:17,2.7.0,0.0,0.0,100.0,0.0,Neutral
Bery nice app but only one minor issue Sometimes the sound drop out But in all i liked the appthumbs up light skin toneOK hand light skin tone,2020-08-03 01:31:38,2.7.0,27.800000000000004,7.5,64.7,80.47,Positive
I cannot cast ro my tv TCL,2020-07-31 14:10:47,2.7.0,0.0,0.0,100.0,0.0,Neutral
Keeps crashing never worked note number return my money face with steam from noseface with steam from nose,2020-07-29 02:23:12,2.7.0,0.0,6.7,93.30000000000001,-5.72,Negative
,2020-07-26 23:13:22,,0.0,0.0,0.0,0.0,Neutral
You took my money and I Already Unsubscribe,2020-07-25 06:57:21,,0.0,0.0,100.0,0.0,Neutral
,2020-07-23 10:19:03,2.7.0,0.0,0.0,0.0,0.0,Neutral
,2020-07-19 22:47:56,,0.0,0.0,0.0,0.0,Neutral
,2020-07-18 05:59:44,2.7.0,0.0,0.0,0.0,0.0,Neutral
,2020-07-18 04:43:26,,0.0,0.0,0.0,0.0,Neutral
does not install bad app,2020-07-18 02:31:33,,41.6,0.0,58.4,43.1,Positive
I cannot log in the app said i reach maximum user for my account i used two mobiles and two user and i went to jawy website to mange my account but no option to fix please fix this one ok,2020-07-17 06:59:31,2.7.0,16.0,6.6000000000000005,77.5,45.879999999999995,Positive
smiling face with hearteyessmiling face with hearteyessmiling face with hearteyessmiling face with hearteyes,2020-07-14 04:39:23,2.7.0,20.0,0.0,80.0,45.879999999999995,Positive
number,2020-07-14 04:27:58,,100.0,0.0,0.0,7.720000000000001,Positive
Very good app,2020-07-13 04:39:13,2.7.0,61.5,0.0,38.5,49.27,Positive
It is working probably W Huawei mate number pro,2020-07-10 16:41:25,2.7.0,15.7,0.0,84.3,7.720000000000001,Positive
Does not provide what you see on ad Also among number channels there are number channels just for the Saudi Students So they are of no use Some channels which are advertised on the website does not come in the app Still for number riyals it is pretty good,2020-07-10 14:37:01,2.7.0,18.099999999999998,4.0,77.9,70.03,Positive
Latest update does not work,2020-07-10 09:50:55,2.7.0,0.0,0.0,100.0,0.0,Neutral
Excellent App,2020-07-10 09:06:34,2.7.0,78.7,0.0,21.3,57.19,Positive
Awesome App,2020-07-10 06:10:36,2.7.0,80.4,0.0,19.6,62.49,Positive
I do not likeplease I want close jawwyTV smiling face with hornssmiling face with hornssmiling face with horns,2020-07-10 02:49:40,,16.5,6.7,76.8,41.72,Positive
,2020-07-09 14:05:45,2.7.0,0.0,0.0,0.0,0.0,Neutral
The best app I can enjoy,2020-07-07 22:31:12,2.7.0,71.2,0.0,28.799999999999997,81.26,Positive
red heart red heart red heart red heart,2020-07-07 19:06:33,2.7.0,0.0,0.0,100.0,0.0,Neutral
,2020-07-04 22:23:22,2.7.0,0.0,0.0,0.0,0.0,Neutral
Excellent performance,2020-07-04 14:24:25,2.6.2,78.7,0.0,21.3,57.19,Positive
sir it is good channel but when you add some bollywood movies it will be amazing  because of in this time all world like watching hindi movies,2020-07-04 03:52:51,2.7.0,30.2,0.0,69.8,88.6,Positive
,2020-07-02 11:35:35,2.7.0,0.0,0.0,0.0,0.0,Neutral
,2020-07-01 01:59:42,2.7.0,0.0,0.0,0.0,0.0,Neutral
Ok nice,2020-06-30 11:10:53,2.6.2,100.0,0.0,0.0,61.24000000000001,Positive
Its a good app byt the worst thing is that you cannot watch your movies on a smart tv exept some Android tv,2020-06-29 12:31:48,2.7.0,20.200000000000003,14.799999999999999,65.0,12.8,Positive
why the subtitle not available on chromecast,2020-06-29 02:21:30,2.7.0,0.0,0.0,100.0,0.0,Neutral
,2020-06-26 10:02:25,2.7.0,0.0,0.0,0.0,0.0,Neutral
Its good nice apps,2020-06-25 22:06:15,2.6.2,74.0,0.0,26.0,69.08,Positive
,2020-06-25 09:05:38,,0.0,0.0,0.0,0.0,Neutral
Nine,2020-06-23 14:08:14,,0.0,0.0,100.0,0.0,Neutral
I do not have money to sign up,2020-06-21 19:17:25,2.6.2,0.0,0.0,100.0,0.0,Neutral
warning Great Application but with Poor Support as it does not work on Android TV and the only reply we get is that Soon it will be available on selected Android TVs This message we keep hearing since several months red exclamation mark,2020-06-17 09:33:28,2.6.2,12.0,11.5,76.5,6.4399999999999995,Positive
,2020-06-15 13:14:14,2.5.15,0.0,0.0,0.0,0.0,Neutral
OK handOK handOK handred heartred heartred heart,2020-06-14 08:02:32,2.6.2,32.800000000000004,0.0,67.2,44.66,Positive
Baddd,2020-06-11 17:49:19,2.6.2,0.0,0.0,100.0,0.0,Neutral
TV,2020-06-09 04:31:11,2.6.2,0.0,0.0,100.0,0.0,Neutral
number,2020-06-08 21:07:04,2.6.2,100.0,0.0,0.0,7.720000000000001,Positive
The app and library is all good This app will get number stars from me after solving just one small problem Whenever I am streaming a movie the video gets stuck and the audio keeps playing I have to rewind the movie to see Kindly solve this problem,2020-06-08 11:55:59,2.6.2,23.599999999999998,13.0,63.4,61.24000000000001,Positive
Wow that is a awesome app,2020-06-07 06:13:11,,72.5,0.0,27.500000000000004,83.6,Positive
nice app Thanks stc,2020-06-06 04:46:00,2.6.2,74.0,0.0,26.0,69.08,Positive
Great App Amazing,2020-05-31 11:06:30,2.6.2,88.8,0.0,11.200000000000001,83.6,Positive
Good App but no app available for Android boxes and TV Only available for Saudi Telecom supplier Expensive price for Tunisians users,2020-05-30 06:59:44,2.6.2,7.9,11.3,80.80000000000001,-21.44,Negative
NOT ON ANDROID TV,2020-05-30 06:13:54,2.6.2,0.0,0.0,100.0,0.0,Neutral
So nice,2020-05-29 08:09:29,,75.6,0.0,24.4,47.54,Positive
Great tv app I often watch the latest news here,2020-05-24 13:34:04,2.6.2,33.900000000000006,0.0,66.10000000000001,62.49,Positive
,2020-05-24 12:51:00,2.6.2,0.0,0.0,0.0,0.0,Neutral
Why not Connect with my phone,2020-05-23 07:34:37,2.6.2,0.0,0.0,100.0,0.0,Neutral
Good experience watching TV anywhere,2020-05-22 09:02:10,2.6.2,42.0,0.0,57.99999999999999,44.04,Positive
,2020-05-16 12:19:32,2.6.2,0.0,0.0,0.0,0.0,Neutral
I Do not understand how to use,2020-05-13 10:01:10,2.6.2,0.0,0.0,100.0,0.0,Neutral
Vary bad,2020-05-10 09:30:08,,0.0,77.8,22.2,-54.230000000000004,Negative
apss is not a goodthumbs downthumbs down,2020-05-09 02:08:27,2.6.2,0.0,0.0,100.0,0.0,Neutral
red heartred heart,2020-05-08 04:40:44,,0.0,0.0,100.0,0.0,Neutral
Still no Samsung TV application I do not need to broadcast throughout my mobile i need TV app,2020-05-06 04:21:34,2.6.2,0.0,12.8,87.2,-29.599999999999998,Negative
number class audio quality in all international shows and movies Only arabic lang tv and showmovies has good quality of audio No HD only SD in numberp No full screen support lile Youtube or Netflix No zoom option When turn off arabic subtitle app will starting lagging or crash Maximum live tv are in arabic only star movies star world Nat Geo and FX are for international lover Need lot of improvement,2020-05-05 21:28:33,2.6.2,15.7,13.100000000000001,71.2,51.06,Positive
I did not use this app but when i recharge my  authomaticaly debit my charge Please help me to cancel this app I really do not use this,2020-05-04 12:08:37,,21.0,8.1,71.0,61.24000000000001,Positive
i like it,2020-05-01 04:24:36,2.6.2,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
Does not work with TV Box just with mobile,2020-04-30 16:34:43,,0.0,0.0,100.0,0.0,Neutral
The application is very bad and the translation does not appear in the offer These notes were sent two months ago and were ignored by the company or the support center,2020-04-30 08:26:54,2.6.2,7.3,16.6,76.1,-52.559999999999995,Negative
PLEASE REFUND MY MONEY  i did not request purchase over my phone number and this transaction without my permission  the application not working good and hang on my device  i hate it,2020-04-28 22:56:27,2.6.2,11.899999999999999,16.8,71.39999999999999,-41.620000000000005,Negative
This aap will only work in your phone you can not connect it with your smart tv You will not be able to cast it on you are tv,2020-04-28 08:01:07,2.6.2,8.799999999999999,0.0,91.2,40.19,Positive
The best ever,2020-04-27 08:16:53,,67.7,0.0,32.300000000000004,63.690000000000005,Positive
disappointed facedisappointed face,2020-04-26 01:47:15,2.6.2,0.0,60.8,39.2,-47.67,Negative
Why it stopped working on my device once I open it,2020-04-25 13:52:34,2.6.2,0.0,17.4,82.6,-22.63,Negative
Basically not working The message keep coming upopps something went wrong number,2020-04-24 21:58:32,2.6.2,9.0,21.5,69.39999999999999,-42.15,Negative
The App has refused to download yet i subscrite i feel bad hmmmmm,2020-04-23 09:02:48,,0.0,38.800000000000004,61.199999999999996,-69.08,Negative
Superb What ever you are looking for is Jawwy TV All in one,2020-04-21 12:46:04,2.6.2,25.5,0.0,74.5,62.49,Positive
Subtitles did not show while broadcasting to a TV I will unsubscribe due to the uselessness of the app  I wrote an Email they did not give me a solution So I decided to unsubscribe to Jawwy TV,2020-04-21 12:23:29,2.6.2,0.0,12.8,87.2,-55.169999999999995,Negative
numberstars is my rate dond dounload this,2020-04-20 02:04:00,2.6.1,0.0,0.0,100.0,0.0,Neutral
Just spend small penny and get tons of entertainment COVID locked me down but not with my entertainment I can watch all my favorite movies documentary and all Thanks,2020-04-19 13:52:05,2.6.2,35.9,0.0,64.1,92.53,Positive
Not working at all,2020-04-19 09:34:08,2.6.2,0.0,0.0,100.0,0.0,Neutral
The app is not responding on my smart TV  it is Sharp Everytime i try to play something it stops and says not responding I deleted it and reinstalled it and yet same problem,2020-04-18 13:18:24,,13.600000000000001,11.5,74.9,20.23,Positive
thumbs down mediumlight skin tonethumbs down mediumlight skin tone,2020-04-17 13:30:16,2.6.2,0.0,0.0,100.0,0.0,Neutral
Ok thanks,2020-04-17 12:14:28,2.6.2,100.0,0.0,0.0,62.49,Positive
First it always hanging while watching Second my subscription will expire on numbernd of April and it is showing subscribe expire for liverewind shows may i knoe why this is happening,2020-04-17 08:06:41,2.6.2,0.0,0.0,100.0,0.0,Neutral
Recommend app,2020-04-17 01:43:59,2.6.2,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
Worst streaming app ever You can not play it on smart tvs and the streaming is terrible even on the phone Big regret WARNING UPDATE my facebook account was hacked after installing this app and signed in for it with my facebook account DO NOT INSTALL THIS APP,2020-04-16 05:09:48,2.5.18,4.3999999999999995,28.999999999999996,66.60000000000001,-93.45,Negative
,2020-04-15 13:54:15,2.6.1,0.0,0.0,0.0,0.0,Neutral
Wonderful,2020-04-15 08:35:57,2.6.1,100.0,0.0,0.0,57.19,Positive
Jawwy TV  anther story make stay home,2020-04-13 00:54:38,2.6.1,0.0,0.0,100.0,0.0,Neutral
,2020-04-11 13:15:37,2.6.1,0.0,0.0,0.0,0.0,Neutral
So nice apps ill subscibe if i have a salary,2020-04-11 11:01:37,2.6.1,25.4,25.2,49.4,0.76,Positive
Not working displays an error code number,2020-04-11 05:06:41,2.6.1,14.399999999999999,30.0,55.60000000000001,-34.0,Negative
The app always crashes down whenever you are watching,2020-04-10 04:06:31,,0.0,0.0,100.0,0.0,Neutral
Nagappar raveendran,2020-04-09 23:47:29,2.6.1,0.0,0.0,100.0,0.0,Neutral
Need to setup in a tablet screen otherwise your eyes will affected You cannot use with smart TV Not recommended for mobile phones,2020-04-08 22:12:06,2.6.1,0.0,22.3,77.7,-53.459999999999994,Negative
Old movies old series and number times you contact the help desk email without any usuful benefit out of it,2020-04-07 04:57:07,2.6.1,17.0,10.6,72.39999999999999,13.309999999999999,Positive
,2020-04-06 11:16:42,2.5.18,0.0,0.0,0.0,0.0,Neutral
I had a problem playing video error number I CONTACTED support from the App live chat and they fixed it with in number min The App is Perfect but the only issue is that I had to buy chromecast just to cast to my TV I think if would like to stay in comptition you should add the App to Other consols like sonyPS xbox Apple tv Just like others,2020-04-04 11:19:47,2.5.18,23.1,4.8,72.0,89.9,Positive
Nice app,2020-04-04 02:46:13,2.5.18,73.7,0.0,26.3,42.15,Positive
Very pad,2020-04-03 04:19:41,2.5.18,0.0,0.0,100.0,0.0,Neutral
,2020-04-01 13:15:47,2.5.15,0.0,0.0,0.0,0.0,Neutral
Nothing plays always getting an error message with code number,2020-04-01 05:39:49,2.5.15,10.2,34.9,54.900000000000006,-48.36,Negative
I cannot play anything every time try to open any life channel or any video its keeps saying Playing Problem number,2020-03-31 02:43:42,2.5.18,13.0,19.900000000000002,67.10000000000001,-38.91,Negative
Always error code number very disappointed,2020-03-29 06:39:09,,12.5,58.599999999999994,28.9,-69.97,Negative
stc          thumbs up,2020-03-28 09:46:55,,0.0,0.0,100.0,0.0,Neutral
Not even a single video streamed I have unsubscribed within number minutes,2020-03-28 07:30:36,2.5.18,12.6,0.0,87.4,7.720000000000001,Positive
Very Poor App The big issue with this app is streaming not Working  Also not working on PC Browsers or on any Smart TV  not allow casting  Error Playing Problem oops something went wrong try again later number Really I am Disappointed,2020-03-28 03:05:53,2.5.18,14.799999999999999,26.200000000000003,58.9,-80.08999999999999,Negative
It was working properly however since month or so it keeps crashing I cannot see a single show I am using Galaxy Note number,2020-03-27 09:38:05,,6.1,0.0,93.89999999999999,7.720000000000001,Positive
Very Nice app Attractive and fame movies you can find on this app Complete family contents,2020-03-27 09:22:05,2.5.18,41.3,0.0,58.699999999999996,84.64,Positive
mirror,2020-03-26 16:17:53,2.5.18,0.0,0.0,100.0,0.0,Neutral
Time waste this application and services,2020-03-26 09:25:40,2.5.15,0.0,35.9,64.1,-42.15,Negative
Force close,2020-03-26 07:38:58,2.5.18,0.0,0.0,100.0,0.0,Neutral
It simply does not work via chromecast  So you cannot cast to your tv Too bad because it has a great library,2020-03-26 01:32:38,2.5.18,15.4,13.200000000000001,71.39999999999999,15.310000000000002,Positive
,2020-03-25 20:02:06,2.5.15,0.0,0.0,0.0,0.0,Neutral
red hearttulip,2020-03-25 14:24:32,,0.0,0.0,100.0,0.0,Neutral
bad,2020-03-25 10:56:29,2.5.15,0.0,100.0,0.0,-54.230000000000004,Negative
I do not know what ever video I select it does not play,2020-03-25 09:14:08,2.5.18,0.0,16.900000000000002,83.1,-25.840000000000003,Negative
I Like good,2020-03-24 16:18:38,2.5.15,100.0,0.0,0.0,65.97,Positive
,2020-03-23 13:47:43,2.5.15,0.0,0.0,0.0,0.0,Neutral
The voice reseved befor the picture and still slow,2020-03-22 07:23:53,2.5.15,0.0,0.0,100.0,0.0,Neutral
Great app I hope you can afford it in a device even if we are not stc clients,2020-03-22 02:09:09,2.5.15,33.300000000000004,0.0,66.7,79.06,Positive
I cannot play always error,2020-03-20 01:48:02,2.5.15,35.9,32.300000000000004,31.8,5.72,Positive
i try to open by android smaert tv but shutdown suddenly,2020-03-18 08:40:54,2.5.15,0.0,0.0,100.0,0.0,Neutral
,2020-03-16 03:36:46,2.5.15,0.0,0.0,0.0,0.0,Neutral
The Arabic subtitles are not working properly Every movie I have to close and reopen and some times it work and sometimes not Also keep crashing for no reason,2020-03-14 02:04:02,2.5.15,0.0,7.5,92.5,-29.599999999999998,Negative
Litterly nothing is working YOU cannot watch anything,2020-03-10 03:34:30,2.5.15,0.0,0.0,100.0,0.0,Neutral
Vety good really,2020-03-09 06:00:49,2.5.15,59.199999999999996,0.0,40.8,44.04,Positive
all right,2020-03-06 12:25:09,2.5.15,0.0,0.0,100.0,0.0,Neutral
Bombastic really fun,2020-03-04 14:41:52,,64.2,0.0,35.8,55.63,Positive
its good app,2020-03-04 12:49:22,2.5.15,59.199999999999996,0.0,40.8,44.04,Positive
,2020-03-04 04:13:55,2.5.15,0.0,0.0,0.0,0.0,Neutral
i would not give a single nor a fraction of a star on this app a waste of time,2020-03-03 07:07:45,2.5.15,0.0,17.7,82.3,-42.15,Negative
face with steam from noseunamused face,2020-03-02 11:36:17,,0.0,0.0,100.0,0.0,Neutral
Jaww y,2020-03-01 09:28:33,,0.0,0.0,100.0,0.0,Neutral
,2020-02-27 14:51:19,2.5.15,0.0,0.0,0.0,0.0,Neutral
,2020-02-27 03:31:37,,0.0,0.0,0.0,0.0,Neutral
,2020-02-23 09:02:22,2.5.15,0.0,0.0,0.0,0.0,Neutral
I did not have auto pay yet as soon as a charged my number the made me pay for it,2020-02-22 00:58:43,,19.8,9.1,71.1,2.37,Positive
casting,2020-02-21 22:37:15,2.5.15,0.0,0.0,100.0,0.0,Neutral
please add season number of the walking dead thank you,2020-02-17 04:27:33,2.5.15,37.2,26.200000000000003,36.6,-5.16,Negative
The big problem with this app is the streaming All the Tv shows and movies are meant to be seen on TV not just phones and ipads  I could not find the app in apple TV i could not airplay from my ipad to apple TV i could not smart view it from android phone to LG TV could not find the app in LG smart TV i saw some of your responses that you are going to find more viewing options a year ago  What happened  it is just useless to download even though the contents are really good,2020-02-10 15:59:11,2.5.15,3.1,9.700000000000001,87.2,-70.25,Negative
,2020-02-09 10:16:07,2.5.15,0.0,0.0,0.0,0.0,Neutral
,2020-02-04 08:58:55,2.5.15,0.0,0.0,0.0,0.0,Neutral
,2020-02-04 08:56:44,2.5.15,0.0,0.0,0.0,0.0,Neutral
STREAM Unknown,2020-01-27 03:23:50,,0.0,0.0,100.0,0.0,Neutral
Will subscribe again if mbc channels are provided other than that the app is great overall I like the ui so much,2020-01-23 07:46:48,,25.8,0.0,74.2,76.5,Positive
,2020-01-21 15:00:58,2.5.15,0.0,0.0,0.0,0.0,Neutral
Amazing app,2020-01-19 03:23:18,2.5.15,79.2,0.0,20.8,58.589999999999996,Positive
Very Good,2020-01-18 06:03:42,2.5.15,76.2,0.0,23.799999999999997,49.27,Positive
,2020-01-12 04:51:16,,0.0,0.0,0.0,0.0,Neutral
It is the best it is so easy to use and so good quality,2020-01-10 10:04:37,2.5.15,51.5,0.0,48.5,91.33,Positive
,2020-01-10 02:19:30,,0.0,0.0,0.0,0.0,Neutral
The best app,2020-01-06 08:32:50,2.5.15,67.7,0.0,32.300000000000004,63.690000000000005,Positive
Hello i am not to use this app and stop to rennew becouse i am not to use my sawa less then less so bad becouse i am not to use this back may sawa,2019-12-29 04:43:08,,0.0,17.5,82.5,-74.64,Negative
Total time wasteunable subscribe look like its fake,2019-12-25 13:06:38,,21.6,26.700000000000003,51.7,-15.310000000000002,Negative
,2019-12-24 19:04:27,2.5.15,0.0,0.0,0.0,0.0,Neutral
,2019-12-24 17:25:44,2.5.12,0.0,0.0,0.0,0.0,Neutral
Very badtook my money then only number days trial then number,2019-12-22 15:41:10,2.5.15,22.400000000000002,0.0,77.60000000000001,15.310000000000002,Positive
,2019-12-22 12:18:53,2.5.15,0.0,0.0,0.0,0.0,Neutral
It is Good app,2019-12-14 12:34:07,2.5.15,49.2,0.0,50.8,44.04,Positive
The best the latest,2019-12-13 04:12:28,2.5.15,58.3,0.0,41.699999999999996,63.690000000000005,Positive
I like everything about it thumbs up,2019-12-10 15:16:13,,33.300000000000004,0.0,66.7,36.120000000000005,Positive
Its really very nice when it gets to movies you get everything you need Alhamdulillah and guys please you should try it out Please also help with this app fa right now its been a monthwhen its not responding please help me fix it it says unfortunately jawwy has stopped please help me fix it,2019-12-08 00:52:13,2.5.15,30.0,6.2,63.800000000000004,93.67999999999999,Positive
Good movie,2019-12-07 18:35:22,,74.4,0.0,25.6,44.04,Positive
This app does not allow casting It always freazes whenever I try to,2019-12-07 13:07:07,2.5.15,0.0,13.200000000000001,86.8,-16.950000000000003,Negative
Plz tell me how to subscribe by mistake i chose zain payment method and app opened and now when i want to sign in it is saying you already have an account or username already existswhat is this,2019-12-06 23:25:04,,6.800000000000001,6.3,86.8,-20.23,Negative
Very good app to watch your favorite movies  tv shows I would recommend adding new movie and tv series,2019-12-06 02:22:13,2.5.15,36.7,0.0,63.3,82.67999999999999,Positive
,2019-12-06 02:18:01,2.5.15,0.0,0.0,0.0,0.0,Neutral
Very good OK hand,2019-12-05 05:29:30,2.5.15,90.8,0.0,9.2,87.1,Positive
I can not watch it in TV,2019-11-30 13:37:04,2.5.14,0.0,0.0,100.0,0.0,Neutral
,2019-11-30 12:06:18,2.5.14,0.0,0.0,0.0,0.0,Neutral
You past the success in the world of this kind and a lot of people have to do that,2019-11-30 11:35:52,2.5.14,32.5,0.0,67.5,82.71,Positive
How can I cancel subscription,2019-11-28 09:38:29,,0.0,40.0,60.0,-25.0,Negative
Unfortunately Jawwy TV did not had the ability to watch on the tv its only works on their App you cannot watch one single move on the PC Browsers or on any Smart TV so you only have to watch on the App crying facecrying face,2019-11-27 10:39:01,2.5.14,5.2,14.299999999999999,80.5,-58.06,Negative
it was nice and good but have to spend more time to observe it totally thanks,2019-11-27 06:01:50,2.5.14,38.5,0.0,61.5,79.86,Positive
Nice application,2019-11-26 23:28:30,2.5.14,73.7,0.0,26.3,42.15,Positive
Netflix,2019-11-24 11:27:03,2.5.14,0.0,0.0,100.0,0.0,Neutral
It would have been nice if there was a routet button in the player,2019-11-14 01:33:09,2.5.14,18.9,0.0,81.10000000000001,42.15,Positive
Love this app,2019-11-13 07:44:08,,67.7,0.0,32.300000000000004,63.690000000000005,Positive
When using a chromecast to my tv working with out sound pls fix this problem thanks,2019-11-13 03:01:09,2.5.14,22.2,14.299999999999999,63.5,12.8,Positive
thumbs down mediumlight skin tone thumbs down mediumlight skin tone,2019-11-11 12:48:06,2.5.14,0.0,0.0,100.0,0.0,Neutral
No advertising and fast,2019-11-08 05:36:10,2.5.14,0.0,42.3,57.699999999999996,-29.599999999999998,Negative
great app  new shows and new movies great quality,2019-11-07 01:42:48,2.5.14,53.900000000000006,0.0,46.1,84.81,Positive
Not so good there are no movies from bollywood we want adventure movies like avengers avatar spiderman i hope you will notice this,2019-11-06 06:55:22,2.5.13,30.2,16.2,53.7,49.0,Positive
TV             cast   google chrome cast                casting     TV Is not supporting Android TV also when i cast to my TV is always disconnect when i run any show or movie,2019-10-30 13:11:42,2.5.14,0.0,8.5,91.5,-34.12,Negative
